user_id,account_start_date,birth_year,gender,marital_status,individual_income_segment_code,family_income_segment_code
10000000225,1987-11-05,1969,0,1,11,  
10000000226,1982-03-19,1963,0,3,10,05
10000000227,1980-11-21,1953,1, ,08,01
10000000228,1976-11-21,1950,0,2,02,02
10000000229,1987-02-04,1945,0,2,07,04
10000000230,1972-05-16,1961,1,1,14,04
10000000231,1979-05-25,1973,0,3,01,06
10000000232,1986-04-15,1954,0,1,06,03
10000000233,1978-06-25,1971,0,3,12,06
10000000234,1979-12-23,1967,0, ,14,02
10000000235,1984-03-22,1958,0, ,08,05
10000000236,1968-02-06,1963,0,2,06,07
10000000237,1970-02-15,1978,1,1,03,01
10000000238,1977-01-21,1970,1,2,13,04
10000000239,1985-09-03,1974,0,1,05,01
10000000240,1994-07-18,1963,0,1,09,01
10000000241,1981-05-27,1964,0,3,02,  
10000000242,1987-06-23,1971,0,2,03,03
10000000243,1988-01-31,1944,0,1,05,07
10000000244,1982-07-30,1966,1,1,05,02
10000000245,1983-05-04,1972,0,2,02,04
10000000246,1984-11-30,1939,0,3,15,07
10000000247,1972-10-05,1955,0,1,01,07
10000000248,1986-11-24,1969,0,1,01,03
10000000249,1971-04-30,1939,0, ,03,02
10000000250,1987-04-30,1963,1, ,05,06
10000000251,1990-08-26,1974,1,3,02,02
10000000252,1969-12-20,1960,1,3,09,03
10000000253,1979-10-23,1953,0, ,07,03
10000000254,1989-03-02,1963,1,3,11,01
10000000255,1968-03-07,1959,1,2,05,06
10000000256,1988-07-10,1961,0,3,08,01
10000000257,1989-11-17,1963,0,1,10,03
10000000258,1982-05-23,1957,0,3,14,07
10000000259,1979-07-13,1972,1,2,04,02
10000000260,1986-11-22,1944,1,2,03,  
10000000261,1982-03-09,1955,1,1,07,  
10000000262,1979-04-04,1964,1,1,11,05
10000000263,1980-01-26,1952,0,2,02,07
10000000264,1976-10-21,1950,0, ,01,07
10000000265,1980-10-08,1943,0, ,15,04
10000000266,1988-09-18,1974,1, ,04,01
10000000267,1993-05-04,1956,1, ,04,07
10000000268,1986-05-01,1960,0,1,06,  
10000000269,1976-01-26,1964,0,2,13,06
10000000270,1985-06-27,1966,1,3,03,02
10000000271,1989-09-15,1969,0,3,11,01
10000000272,1992-12-04,1967,1,1,02,02
10000000273,1974-05-14,1950,1, ,02,04
10000000274,1975-05-01,1966,0, ,08,05
10000000275,1975-12-20,1965,0,1,05,02
10000000276,1989-03-06,1969,0,1,12,  
10000000277,1981-07-15,1967,0, ,15,05
10000000278,1974-08-21,1957,1,2,06,02
10000000279,1974-04-01,1966,0,2,10,05
10000000280,1982-05-23,1970,1,1,12,03
10000000281,1979-11-10,1961,1,3,13,03
10000000282,1979-02-06,1969,1,1,  ,04
10000000283,1976-04-19,1970,1,1,06,04
10000000284,1977-07-30,1950,0,2,09,05
10000000285,1974-04-29,1956,0, ,03,03
10000000286,1972-11-05,1959,1,1,03,03
10000000287,1980-06-11,1961,0,1,06,01
10000000288,1988-07-24,1961,0,1,07,02
10000000289,1990-06-18,1963,1,2,07,02
10000000290,1983-06-22,1965,0,1,  ,01
10000000291,1980-05-05,1964,0,1,02,03
10000000292,1982-03-23,1964,0, ,04,07
10000000293,1985-01-09,1951,1,1,05,02
10000000294,1988-04-10,1950,0,1,06,  
10000000295,1981-06-21,1967,1,2,13,  
10000000296,1986-02-19,1948,0,3,02,  
10000000297,1987-08-08,1965,1,2,02,03
10000000298,1982-06-24,1985,1,1,06,04
10000000299,1975-07-31,1945,0,2,02,06
10000000300,1976-01-14,1953,1,2,06,02
10000000301,1978-11-27,1977,0, ,07,  
10000000302,1978-12-15,1977,1,1,02,01
10000000303,1983-04-17,1957,0,2,06,04
10000000304,1988-10-27,1954,1,1,14,07
10000000305,1980-04-12,1963,1,2,12,05
10000000306,1975-01-11,1949,1, ,13,06
10000000307,1975-07-12,1959,1,1,  ,01
10000000308,1977-01-28,1961,0, ,04,07
10000000309,1981-10-06,1963,1,1,10,03
10000000310,1967-02-21,1953,1,2,14,02
10000000311,1985-06-22,1953,1,3,07,03
10000000312,1984-11-24,1959,1, ,08,02
10000000313,1978-12-25,1941,1,1,05,01
10000000314,1980-07-10,1956,0,2,02,06
10000000315,1977-04-18,1956,0,3,12,06
10000000316,1991-01-13,1977,0,1,06,  
10000000317,1977-02-17,1964,0,1,08,06
10000000318,1980-04-17,1951,0,2,14,06
10000000319,1982-05-28,1959,0,3,05,07
10000000320,1975-08-05,1951,1,2,04,  
10000000321,1988-02-09,1953,1,3,  ,02
10000000322,1977-10-27,1951,0,2,03,  
10000000323,1980-08-26,1938,0,2,15,03
10000000324,1986-10-21,1960,1,3,13,01
10000000325,1983-06-13,1946,1, ,14,07
10000000326,1986-04-03,1965,1, ,03,07
10000000327,1985-08-15,1963,1,2,03,02
10000000328,1990-01-02,1954,1,3,14,05
10000000329,1978-11-06,1938,1,1,10,07
10000000330,1980-12-21,1967,1, ,09,  
10000000331,1989-11-22,1944,0, ,06,06
10000000332,1985-09-03,1980,1,3,06,05
10000000333,1984-11-27,1941,1,1,  ,02
10000000334,1972-06-03,1964,0,1,09,04
10000000335,1990-03-18,1972,1,1,06,04
10000000336,1971-10-13,1945,1,2,07,02
10000000337,1969-02-11,1947,1, ,13,03
10000000338,1967-11-02,1936,1,2,11,06
10000000339,1980-07-13,1941,1,1,14,02
10000000340,1983-01-03,1957,1,2,05,05
10000000341,1970-10-29,1959,1, ,03,01
10000000342,1980-05-04,1961,0,1,02,03
10000000343,1984-12-31,1981,1,3,13,04
10000000344,1990-02-16,1977,0,1,02,03
10000000345,1972-05-22,1957,0,2,03,06
10000000346,1980-02-29,1965,1,1,01,04
10000000347,1975-06-30,1958,0,2,02,01
10000000348,1976-04-14,1958,1,2,15,04
10000000349,1976-02-15,1964,1,2,15,04
10000000350,1980-06-17,1940,0,1,06,03
10000000351,1984-03-19,1963,0,1,01,05
10000000352,1988-10-09,1961,1,1,04,02
10000000353,1982-07-20,1961,1,3,13,02
10000000354,1976-11-30,1965,1,1,01,03
10000000355,1970-04-19,1959,0,2,06,06
10000000356,1986-04-18,1968,0,2,11,02
10000000357,1973-05-24,1954,0,1,07,05
10000000358,1976-05-17,1969,0,3,11,06
10000000359,1980-02-13,1957,1,3,14,02
10000000360,1980-05-30,1966,1,2,  ,  
10000000361,1972-10-13,1984,0,1,01,01
10000000362,1977-09-21,1952,1,1,02,  
10000000363,1973-06-09,1955,0,3,02,01
10000000364,1970-10-24,1966,1,1,15,03
10000000365,1979-04-30,1951,0,1,04,05
10000000366,1979-02-06,1960,1,1,08,01
10000000367,1993-07-28,1963,1,1,15,02
10000000368,1972-12-26,1974,1,2,10,03
10000000369,1980-05-28,1959,0,2,02,06
10000000370,1988-06-02,1955,1,2,07,01
10000000371,1978-03-29,1956,1,3,01,03
10000000372,1982-01-26,1983,1,1,06,  
10000000373,1983-10-03,1965,1,1,11,02
10000000374,1979-06-15,1948,1, ,11,  
10000000375,1986-03-02,1938,0,1,09,04
10000000376,1979-04-08,1949,0, ,14,07
10000000377,1984-02-24,1961,1,1,09,02
10000000378,1989-09-09,1981,1,3,03,04
10000000379,1977-04-05,1954,0,1,  ,01
10000000380,1989-10-12,1966,1,3,07,07
10000000381,1976-05-16,1954,1,3,05,02
10000000382,1982-12-23,1977,1, ,09,05
10000000383,1990-04-23,1957,1,3,10,01
10000000384,1983-09-24,1987,1,1,09,06
10000000385,1965-01-26,1969,0,1,07,04
10000000386,1976-06-11,1959,0,2,06,01
10000000387,1986-11-19,1970,1,1,05,01
10000000388,1970-12-29,1948,1,1,15,04
10000000389,1977-05-27,1959,0, ,07,  
10000000390,1978-11-11,1964,0, ,01,04
10000000391,1983-05-05,1963,1,2,01,03
10000000392,1976-02-10,1956,0,3,02,05
10000000393,1971-12-05,1947,0,2,10,05
10000000394,1966-09-22,1973,1, ,09,03
10000000395,1983-12-06,1971,0, ,07,  
10000000396,1992-09-19,1960,0,3,12,02
10000000397,1975-03-07,1973,0,1,01,02
10000000398,1972-03-17,1950,1,2,09,01
10000000399,1976-01-30,1955,1,2,12,04
10000000400,1979-11-04,1960,1,1,  ,06
10000000401,1982-05-12,1953,1,2,02,07
10000000402,1970-04-28,1962,1,1,12,07
10000000403,1978-11-20,1955,1,3,10,  
10000000404,1978-10-04,1948,1,1,14,01
10000000405,1990-04-06,1956,1, ,08,02
10000000406,1980-07-24,1966,1,3,07,  
10000000407,1979-08-21,1961,1,3,13,03
10000000408,1983-04-22,1952,0,2,11,  
10000000409,1985-03-21,1937,0,1,14,04
10000000410,1980-03-19,1957,0,1,14,06
10000000411,1985-11-07,1961,1,2,02,04
10000000412,1965-01-27,1959,0,2,01,07
10000000413,1972-05-08,1949,0,2,02,05
10000000414,1982-05-18,1968,1,1,02,04
10000000415,1986-08-14,1953,0,3,09,03
10000000416,1988-07-27,1955,1,3,03,01
10000000417,1987-05-12,1958,0,2,13,04
10000000418,1980-10-18,1967,0,3,  ,05
10000000419,1993-04-16,1988,0,3,02,02
10000000420,1977-03-09,1967,0,2,06,05
10000000421,1988-04-01,1969,1,2,04,07
10000000422,1981-05-18,1981,1,1,03,02
10000000423,1978-12-06,1968,0, ,14,05
10000000424,1974-08-19,1960,1, ,06,04
10000000425,1977-04-24,1954,0, ,07,05
10000000426,1990-07-29,1974,0, ,02,01
10000000427,1983-06-09,1965,0,1,06,06
10000000428,1983-01-06,1960,0, ,11,02
10000000429,1975-02-24,1975,1, ,15,  
10000000430,1979-06-24,1966,1,3,13,04
10000000431,1976-01-19,1967,0,1,09,03
10000000432,1978-12-17,1969,0,3,13,01
10000000433,1971-08-15,1955,1,1,02,07
10000000434,1984-08-12,1963,0,3,  ,03
10000000435,1983-07-03,1961,0,3,12,06
10000000436,1981-03-20,1966,0, ,05,05
10000000437,1982-11-05,1954,1,1,04,04
10000000438,1985-05-20,1964,0, ,02,07
10000000439,1982-04-05,1961,1,2,14,03
10000000440,1977-04-02,1960,1,3,14,01
10000000441,1975-07-11,1951,1,2,08,07
10000000442,1974-08-24,1957,0,2,04,03
10000000443,1991-07-11,1971,0,3,06,02
10000000444,1980-03-11,1963,0,2,14,01
10000000445,1978-06-11,1964,0,3,09,05
10000000446,1976-06-26,1976,0,1,07,01
10000000447,1974-02-26,1941,1,2,04,03
10000000448,1979-04-01,1972,1,2,11,05
10000000449,1976-09-23,1956,0,2,02,04
10000000450,1986-08-19,1962,1,3,11,02
10000000451,1986-11-16,1973,0, ,06,07
10000000452,1985-08-31,1963,1,3,04,05
10000000453,1983-02-14,1956,0,2,05,01
10000000454,1976-05-07,1959,1,3,15,06
10000000455,1979-07-16,1959,0,1,08,01
10000000456,1979-09-11,1966,0,3,04,05
10000000457,1978-11-24,1942,0,1,15,  
10000000458,1968-07-19,1967,0,1,15,06
10000000459,1982-01-24,1957,1,2,03,06
10000000460,1972-10-10,1968,0,3,15,05
10000000461,1980-08-02,1955,1,1,08,06
10000000462,1979-06-21,1953,1,1,03,07
10000000463,1996-01-04,1966,1, ,14,  
10000000464,1982-11-16,1953,0,3,02,04
10000000465,1980-07-15,1978,1,2,15,02
10000000466,1981-04-01,1959,1,1,04,06
10000000467,1977-01-31,1949,1, ,13,01
10000000468,1991-08-14,1977,1,1,07,05
10000000469,1979-04-28,1965,0,2,09,07
10000000470,1978-05-17,1964,1,1,01,05
10000000471,1979-03-16,1957,0, ,13,06
10000000472,1984-07-16,1981,0,1,10,05
10000000473,1984-12-14,1952,1, ,10,06
10000000474,1979-11-29,1963,0, ,14,06
10000000475,1981-11-10,1982,0,1,12,07
10000000476,1972-01-29,1958,0, ,13,06
10000000477,1986-11-28,1961,0,2,14,06
10000000478,1985-07-12,1973,1,3,02,03
10000000479,1974-06-07,1961,0,1,14,04
10000000480,1996-01-05,1971,1,2,05,06
10000000481,1986-12-01,1950,1,2,06,05
10000000482,1980-07-24,1965,1,3,02,07
10000000483,1980-06-18,1948,0,2,02,06
10000000484,1977-09-30,1960,1,3,10,  
10000000485,1986-09-11,1956,0,3,15,03
10000000486,1976-12-16,1955,0,2,02,01
10000000487,1979-04-24,1962,0,2,04,07
10000000488,1990-11-25,1966,0,1,04,01
10000000489,1979-02-21,1978,0,3,10,06
10000000490,1983-09-28,1956,1,3,10,05
10000000491,1975-11-03,1968,1,3,05,01
10000000492,1978-04-07,1960,0,3,15,01
10000000493,1988-01-19,1964,1, ,01,04
10000000494,1967-01-02,1965,0,1,06,06
10000000495,1983-08-22,1958,1, ,09,01
10000000496,1974-12-10,1938,0,3,11,06
10000000497,1970-10-21,1972,1,3,14,01
10000000498,1981-11-24,1953,0,1,07,01
10000000499,1971-11-24,1953,1,2,13,01
10000000500,1984-04-01,1985,1,2,02,03
10000000501,1987-01-18,1959,0,1,04,04
10000000502,1972-07-27,1965,1,1,02,03
10000000503,1992-08-24,1948,0,2,10,  
10000000504,1985-12-08,1965,1,2,14,03
10000000505,1969-04-30,1980,0,3,13,01
10000000506,1981-09-17,1968,1, ,04,02
10000000507,1969-07-17,1967,1,1,05,06
10000000508,1973-12-07,1953,0, ,04,04
10000000509,1979-06-12,1959,1,1,05,03
10000000510,1982-06-30,1965,0,3,14,02
10000000511,1980-11-19,1951,1,3,14,02
10000000512,1983-08-06,1965,0,1,05,05
10000000513,1970-12-14,1966,1,2,02,06
10000000514,1967-04-25,1982,0, ,05,07
10000000515,1978-08-30,1956,1,1,13,02
10000000516,1980-10-22,1966,1,3,12,02
10000000517,1994-05-02,1963,0,3,05,02
10000000518,1979-02-10,1967,0,1,04,02
10000000519,1977-10-03,1965,1,3,15,04
10000000520,1971-03-11,1959,1, ,02,02
10000000521,1986-10-12,1957,1,3,09,06
10000000522,1989-12-02,1976,0,2,09,05
10000000523,1984-05-01,1955,1, ,11,01
10000000524,1980-08-26,1971,0, ,08,01
10000000525,1978-08-08,1959,1,1,08,05
10000000526,1976-02-09,1961,1,3,04,01
10000000527,1977-01-15,1941,0,3,07,03
10000000528,1985-04-28,1955,0, ,05,  
10000000529,1981-08-05,1964,0,1,08,03
10000000530,1983-08-18,1958,1,1,14,03
10000000531,1975-02-27,1958,0,3,14,05
10000000532,1975-12-23,1946,0, ,11,02
10000000533,1982-04-21,1976,0,2,12,05
10000000534,1967-05-11,1965,1,3,04,  
10000000535,1981-02-01,1967,1, ,  ,05
10000000536,1972-04-11,1960,1, ,05,07
10000000537,1973-06-13,1968,0, ,05,02
10000000538,1976-01-11,1955,0,3,04,01
10000000539,1990-07-30,1972,1, ,15,05
10000000540,1977-04-03,1962,0,1,01,03
10000000541,1984-08-19,1952,1, ,13,01
10000000542,1976-02-18,1942,0,1,05,04
10000000543,1980-09-01,1953,1,2,12,02
10000000544,1980-02-23,1973,0,1,  ,01
10000000545,1971-08-09,1958,0,3,14,07
10000000546,1974-12-28,1974,0,2,02,  
10000000547,1978-03-19,1967,0,1,02,02
10000000548,1976-10-10,1968,1,3,12,  
10000000549,1992-07-24,1978,0,3,06,07
10000000550,1978-12-15,1947,0,3,14,07
10000000551,1980-02-24,1952,1,1,06,01
10000000552,1972-01-15,1957,1, ,05,  
10000000553,1985-10-25,1952,0,3,02,05
10000000554,1982-01-15,1945,0,1,10,04
10000000555,1997-05-14,1951,1, ,13,05
10000000556,1979-09-09,1977,0,1,12,01
10000000557,1978-09-10,1965,0,3,10,03
10000000558,1971-11-25,1958,1, ,15,03
10000000559,1989-07-21,1959,0,2,14,01
10000000560,1961-06-05,1973,0,2,02,05
10000000561,1973-06-12,1957,0,3,15,05
10000000562,1995-02-08,1958,1, ,03,02
10000000563,1971-03-27,1962,0,2,15,01
10000000564,1983-02-13,1967,1, ,14,07
10000000565,1983-01-31,1968,0,2,08,  
10000000566,1970-06-30,1954,0,1,10,02
10000000567,1987-05-16,1965,1,2,15,03
10000000568,1997-06-05,1961,0,1,12,05
10000000569,1973-07-15,1964,0,2,07,  
10000000570,1979-12-19,1960,0,3,12,07
10000000571,1982-01-30,1953,0,2,  ,01
10000000572,1983-03-01,1984,1,1,13,01
10000000573,1984-03-02,1951,0,3,12,07
10000000574,1983-01-06,1958,0,3,01,04
10000000575,1975-01-12,1955,0, ,11,01
10000000576,1978-05-06,1956,0, ,14,01
10000000577,1989-03-01,1962,1,3,13,05
10000000578,1974-09-15,1968,0, ,  ,05
10000000579,1981-10-13,1955,1, ,  ,01
10000000580,1984-02-17,1964,0,3,02,04
10000000581,1979-06-08,1959,1,1,11,  
10000000582,1973-06-03,1944,1,2,04,05
10000000583,1969-03-25,1960,1,1,03,05
10000000584,1982-06-20,1970,1,1,04,04
10000000585,1978-12-07,1966,1,1,14,  
10000000586,1985-01-25,1951,1,2,05,  
10000000587,1984-08-23,1940,1,1,02,03
10000000588,1983-07-28,1957,1, ,15,01
10000000589,1997-04-12,1966,1,3,14,01
10000000590,1986-05-26,1953,0, ,04,04
10000000591,1972-10-08,1957,1, ,09,06
10000000592,1975-07-02,1962,1,3,06,07
10000000593,1977-07-25,1946,0,2,13,04
10000000594,1985-01-28,1971,0,3,02,02
10000000595,1984-04-06,1949,0,2,12,03
10000000596,1985-03-20,1944,1, ,15,04
10000000597,1980-06-21,1953,0,3,04,03
10000000598,1966-04-09,1970,1,2,14,01
10000000599,1982-02-05,1954,1,1,02,  
10000000600,1985-10-02,1956,0,1,01,02
10000000601,1983-04-07,1986,0, ,  ,01
10000000602,1985-10-30,1941,1,3,02,07
