user_id,dt
10000001066,2018-05-22
10000001068,2018-06-19
10000001071,2018-06-22
10000001083,2018-06-28
10000001087,2018-05-18
10000001089,2018-06-18
10000001093,2018-06-04
10000001099,2018-07-04
10000001111,2018-06-21
10000001122,2018-07-04
10000001140,2018-05-21
10000001140,2018-07-03
10000001153,2018-06-08
10000001154,2018-06-08
10000001156,2018-05-23
10000001181,2018-06-07
10000001187,2018-05-18
10000001204,2018-06-07
10000001211,2018-05-22
10000001213,2018-07-05
10000001219,2018-05-22
10000001222,2018-06-20
10000001225,2018-05-23
10000001234,2018-06-18
10000001240,2018-05-18
10000001242,2018-06-07
10000001246,2018-07-04
10000001259,2018-05-23
10000001259,2018-06-28
10000001268,2018-06-22
10000001275,2018-05-17
10000001286,2018-07-04
10000001297,2018-07-04
10000001313,2018-07-04
10000001324,2018-07-06
10000001343,2018-05-22
10000001345,2018-05-23
10000001347,2018-05-18
10000001350,2018-06-08
10000001354,2018-07-05
10000001369,2018-06-28
10000001396,2018-06-21
10000001399,2018-05-22
10000001408,2018-06-20
10000001409,2018-07-04
10000001413,2018-06-07
10000001423,2018-06-20
10000001425,2018-05-21
10000001425,2018-06-21
10000001426,2018-06-06
10000001430,2018-06-28
10000001442,2018-07-03
10000001448,2018-06-04
10000001448,2018-06-22
10000001452,2018-06-08
10000001460,2018-05-23
10000001460,2018-06-04
10000001470,2018-05-23
10000001470,2018-06-27
10000001471,2018-07-04
10000001473,2018-06-27
10000001481,2018-07-06
10000001499,2018-05-22
10000001513,2018-06-07
10000001522,2018-06-27
10000001523,2018-06-08
10000001523,2018-06-19
10000001527,2018-07-03
10000001554,2018-07-06
10000001555,2018-06-07
10000001556,2018-06-08
10000001561,2018-07-03
10000001565,2018-06-22
10000001573,2018-07-06
10000001578,2018-06-19
10000001586,2018-06-05
10000001595,2018-07-05
10000001596,2018-06-06
10000001598,2018-05-21
10000001599,2018-07-04
10000001606,2018-06-05
10000001623,2018-06-18
10000001639,2018-06-06
10000001655,2018-06-06
10000001657,2018-07-05
10000001660,2018-06-06
10000001665,2018-06-05
10000001666,2018-06-08
10000001674,2018-05-22
10000001680,2018-06-07
10000001685,2018-05-22
10000001686,2018-05-22
10000001698,2018-06-21
10000001703,2018-05-23
10000001721,2018-06-18
10000001728,2018-05-21
10000001733,2018-05-22
10000001734,2018-06-19
10000001740,2018-07-04
10000001742,2018-05-23
10000001753,2018-07-04
10000001772,2018-07-04
10000001775,2018-06-07
10000001787,2018-07-03
10000001789,2018-05-17
10000001795,2018-07-06
10000001807,2018-06-18
10000001810,2018-06-20
10000001810,2018-06-22
10000001814,2018-06-18
10000001820,2018-07-05
10000001821,2018-06-22
10000001829,2018-05-21
10000001831,2018-05-18
10000001868,2018-06-18
10000001873,2018-06-28
10000001890,2018-06-28
10000001900,2018-07-06
10000001901,2018-05-21
10000001903,2018-06-08
10000001903,2018-07-03
10000001914,2018-05-18
10000001940,2018-07-03
10000001965,2018-05-17
10000001970,2018-06-18
10000001972,2018-06-07
10000001981,2018-05-23
10000001997,2018-07-03
10000002002,2018-06-07
10000002006,2018-06-06
10000002015,2018-05-21
10000002026,2018-05-18
10000002029,2018-06-22
10000002031,2018-06-04
10000002035,2018-06-06
10000002035,2018-06-22
10000002052,2018-05-18
10000002055,2018-06-05
10000002057,2018-05-22
10000002087,2018-07-06
10000002095,2018-06-19
10000002100,2018-06-07
10000002100,2018-06-22
10000002102,2018-05-18
10000002110,2018-06-06
10000002119,2018-06-19
10000002129,2018-05-23
10000002138,2018-06-08
10000002140,2018-05-17
10000002151,2018-06-08
10000002159,2018-06-08
10000002160,2018-06-20
10000002166,2018-06-06
10000002166,2018-07-03
10000002187,2018-06-21
10000002191,2018-05-17
10000002197,2018-06-19
10000002200,2018-05-23
10000002203,2018-06-18
10000002206,2018-05-21
10000002216,2018-07-03
10000002225,2018-05-23
10000002232,2018-06-27
10000002240,2018-06-04
10000002244,2018-06-05
10000002248,2018-06-28
10000002249,2018-06-18
10000002260,2018-05-18
10000002269,2018-05-23
10000002269,2018-06-22
10000002271,2018-06-05
10000002274,2018-07-03
10000002278,2018-06-27
10000002280,2018-05-23
10000002285,2018-06-22
10000002287,2018-06-28
10000002289,2018-06-20
10000002292,2018-05-22
10000002294,2018-06-18
10000002294,2018-06-19
10000002295,2018-06-20
10000002307,2018-07-03
10000002308,2018-05-18
10000002310,2018-06-06
10000002315,2018-06-06
10000002316,2018-05-23
10000002318,2018-06-19
10000002320,2018-05-22
10000002321,2018-06-22
10000002322,2018-05-21
10000002336,2018-05-17
10000002337,2018-06-27
10000002354,2018-05-23
10000002364,2018-06-07
10000002373,2018-06-18
10000002374,2018-06-22
10000002377,2018-06-18
10000002380,2018-06-20
10000002383,2018-07-04
10000002404,2018-07-06
10000002409,2018-06-28
10000002424,2018-05-17
10000002429,2018-06-07
10000002429,2018-06-21
10000002435,2018-06-07
10000002445,2018-07-05
10000002447,2018-06-22
10000002455,2018-06-19
10000002475,2018-06-18
10000002476,2018-06-19
10000002479,2018-06-08
10000002479,2018-07-03
10000002480,2018-07-03
10000002484,2018-05-17
10000002488,2018-06-18
10000002488,2018-06-27
10000002498,2018-06-06
10000002498,2018-06-07
10000002500,2018-05-22
10000002500,2018-06-21
10000002501,2018-05-23
10000002506,2018-07-04
10000002512,2018-05-18
10000002516,2018-05-22
10000002517,2018-05-18
10000002520,2018-07-04
10000002527,2018-05-22
10000002529,2018-06-04
10000002533,2018-06-06
10000002542,2018-05-17
10000002548,2018-06-19
10000002559,2018-06-04
10000002578,2018-05-23
10000002586,2018-06-05
10000002597,2018-06-19
10000002603,2018-05-18
10000002604,2018-07-04
10000002606,2018-05-21
10000002610,2018-05-22
10000002614,2018-06-27
10000002621,2018-07-05
10000002626,2018-07-06
10000002627,2018-06-04
10000002627,2018-06-18
10000002630,2018-07-06
10000002641,2018-06-05
10000002644,2018-07-06
10000002658,2018-07-06
10000002680,2018-05-23
10000002687,2018-07-04
10000002689,2018-07-03
10000002697,2018-06-06
10000002699,2018-06-08
10000002717,2018-05-18
10000002723,2018-06-05
10000002725,2018-05-17
10000002727,2018-06-05
10000002729,2018-06-07
10000002730,2018-06-19
10000002734,2018-05-17
10000002735,2018-06-05
10000002742,2018-05-23
10000002744,2018-06-08
10000002744,2018-06-27
10000002752,2018-06-08
10000002779,2018-05-22
10000002785,2018-05-18
10000002786,2018-05-18
10000002798,2018-07-03
10000002803,2018-07-06
10000002805,2018-05-21
10000002810,2018-05-23
10000002824,2018-06-06
10000002831,2018-07-03
10000002838,2018-06-20
10000002855,2018-05-17
10000002855,2018-06-05
10000002863,2018-06-07
10000002871,2018-05-17
10000002894,2018-06-06
10000002915,2018-05-23
10000002928,2018-06-08
10000002940,2018-07-03
10000002946,2018-05-23
10000002947,2018-07-06
10000002951,2018-06-06
10000002957,2018-06-28
10000002970,2018-06-20
10000002973,2018-05-22
10000002979,2018-06-27
10000002981,2018-05-22
10000002992,2018-05-21
10000003000,2018-06-22
10000003015,2018-06-08
10000003031,2018-06-19
10000003036,2018-06-06
10000003038,2018-06-22
10000003048,2018-05-17
10000003051,2018-07-03
10000003053,2018-07-05
10000003054,2018-06-21
10000003058,2018-06-05
10000003059,2018-06-05
10000003080,2018-07-06
10000003089,2018-05-22
10000003089,2018-07-06
10000003090,2018-05-17
10000003091,2018-06-28
10000003092,2018-06-19
10000003095,2018-06-04
10000003097,2018-06-04
10000003102,2018-05-22
10000003112,2018-07-06
10000003122,2018-06-07
10000003124,2018-05-17
10000003132,2018-06-21
10000003134,2018-07-04
10000003137,2018-05-23
10000003172,2018-06-27
10000003173,2018-05-18
10000003184,2018-07-05
10000003198,2018-07-04
10000003202,2018-06-05
10000003218,2018-06-21
10000003219,2018-07-05
10000003221,2018-05-21
10000003224,2018-06-08
10000003229,2018-06-05
10000003244,2018-06-22
10000003244,2018-06-27
10000003247,2018-07-06
10000003276,2018-05-22
10000003283,2018-05-23
10000003289,2018-06-22
10000003294,2018-06-28
10000003301,2018-06-28
10000003309,2018-05-17
10000003313,2018-05-17
10000003321,2018-06-06
10000003321,2018-06-28
10000003329,2018-05-23
10000003332,2018-06-04
10000003340,2018-06-07
10000003340,2018-07-05
10000003342,2018-05-21
10000003342,2018-06-28
10000003343,2018-07-04
10000003350,2018-07-05
10000003354,2018-06-08
10000003355,2018-06-08
10000003359,2018-07-03
10000003363,2018-05-17
10000003366,2018-06-07
10000003378,2018-07-04
10000003392,2018-05-17
10000003392,2018-06-04
10000003396,2018-06-08
10000003403,2018-06-06
10000003407,2018-06-27
10000003424,2018-07-03
10000003435,2018-06-21
10000003440,2018-06-19
10000003440,2018-06-20
10000003460,2018-06-06
10000003461,2018-06-07
10000003465,2018-06-06
10000003470,2018-05-18
10000003470,2018-06-22
10000003474,2018-06-06
10000003475,2018-05-21
10000003475,2018-06-18
10000003484,2018-06-21
10000003486,2018-05-23
10000003489,2018-06-20
10000003491,2018-05-18
10000003498,2018-06-19
10000003501,2018-06-27
10000003507,2018-05-21
10000003512,2018-05-23
10000003527,2018-06-21
10000003536,2018-06-04
10000003544,2018-06-04
10000003551,2018-06-27
10000003558,2018-07-03
10000003559,2018-06-20
10000003562,2018-06-18
10000003563,2018-06-08
10000003564,2018-05-21
10000003570,2018-06-08
10000003581,2018-06-19
10000003593,2018-06-21
10000003601,2018-07-06
10000003602,2018-07-05
10000003614,2018-05-23
10000003614,2018-07-06
10000003616,2018-06-04
10000003623,2018-05-22
10000003638,2018-06-04
10000003642,2018-05-17
10000003648,2018-06-27
10000003665,2018-07-05
10000003678,2018-06-07
10000003687,2018-07-05
10000003690,2018-07-03
10000003703,2018-06-28
10000003706,2018-05-21
10000003706,2018-06-22
10000003707,2018-06-07
10000003709,2018-06-08
10000003711,2018-07-05
10000003714,2018-06-07
10000003730,2018-06-28
10000003732,2018-05-22
10000003732,2018-06-22
10000003736,2018-05-18
10000003740,2018-06-22
10000003743,2018-06-07
10000003756,2018-06-18
10000003775,2018-06-27
10000003775,2018-07-06
10000003797,2018-07-05
10000003812,2018-06-18
10000003821,2018-06-05
10000003827,2018-05-22
10000003829,2018-06-21
10000003838,2018-06-21
10000003845,2018-06-20
10000003845,2018-07-06
10000003846,2018-06-04
10000003858,2018-07-03
10000003866,2018-05-22
10000003870,2018-05-22
10000003878,2018-05-22
10000003897,2018-07-04
10000003901,2018-06-04
10000003906,2018-06-28
10000003911,2018-06-19
10000003915,2018-06-18
10000003917,2018-06-04
10000003919,2018-05-21
10000003922,2018-07-04
10000003937,2018-06-27
10000003951,2018-05-23
10000003963,2018-07-06
10000003969,2018-06-19
10000003978,2018-05-21
10000003979,2018-06-20
10000003985,2018-06-18
10000004004,2018-06-27
10000004007,2018-06-27
10000004010,2018-06-27
10000004022,2018-06-06
10000004031,2018-06-18
10000004038,2018-06-08
10000004040,2018-05-17
10000004044,2018-05-18
10000004047,2018-06-05
10000004061,2018-06-04
10000004065,2018-06-08
10000004078,2018-06-08
10000004080,2018-06-07
10000004083,2018-06-20
10000004087,2018-06-06
10000004097,2018-06-07
10000004098,2018-06-20
10000004105,2018-05-22
10000004106,2018-06-20
10000004110,2018-07-04
10000004118,2018-06-18
10000004126,2018-06-04
10000004126,2018-06-20
10000004136,2018-05-21
10000004148,2018-06-07
10000004154,2018-05-21
10000004165,2018-06-07
10000004185,2018-06-04
10000004189,2018-06-06
10000004200,2018-06-18
10000004205,2018-06-27
10000004208,2018-05-22
10000004209,2018-06-05
10000004224,2018-07-03
10000004230,2018-06-27
10000004231,2018-07-05
10000004240,2018-06-04
10000004262,2018-06-28
10000004264,2018-07-04
10000004271,2018-06-08
10000004273,2018-06-28
10000004277,2018-06-20
10000004281,2018-05-22
10000004281,2018-07-06
10000004295,2018-05-22
10000004301,2018-07-03
10000004310,2018-07-06
10000004321,2018-05-17
10000004328,2018-06-28
10000004340,2018-06-18
10000004348,2018-06-22
10000004354,2018-06-22
10000004357,2018-06-05
10000004362,2018-06-27
10000004372,2018-06-21
10000004375,2018-06-21
10000004376,2018-06-08
10000004380,2018-07-06
10000004388,2018-06-18
10000004402,2018-06-06
10000004413,2018-07-06
10000004426,2018-06-05
10000004429,2018-05-23
10000004436,2018-06-27
10000004461,2018-06-27
10000004466,2018-06-06
10000004467,2018-06-19
10000004473,2018-05-21
10000004482,2018-06-07
10000004482,2018-06-22
10000004494,2018-06-28
10000004500,2018-06-21
10000004514,2018-05-21
10000004516,2018-06-22
10000004519,2018-07-06
10000004522,2018-07-05
10000004529,2018-06-28
10000004539,2018-05-18
10000004544,2018-05-22
10000004547,2018-06-07
10000004551,2018-07-04
10000004563,2018-06-04
10000004569,2018-06-07
10000004575,2018-07-03
10000004581,2018-05-22
10000004583,2018-06-18
10000004584,2018-06-07
10000004587,2018-06-08
10000004590,2018-07-03
10000004591,2018-06-20
10000004595,2018-06-07
10000004595,2018-07-06
10000004598,2018-07-06
10000004603,2018-05-23
10000004609,2018-07-05
10000004615,2018-05-23
10000004620,2018-06-07
10000004636,2018-05-21
10000004651,2018-06-19
10000004662,2018-07-05
10000004669,2018-06-08
10000004681,2018-06-05
10000004687,2018-06-04
10000004690,2018-05-21
10000004698,2018-05-18
10000004704,2018-06-21
10000004708,2018-07-06
10000004715,2018-06-08
10000004719,2018-07-03
10000004723,2018-06-19
10000004735,2018-05-23
10000004745,2018-05-23
10000004746,2018-05-17
10000004749,2018-06-27
10000004759,2018-06-22
10000004765,2018-06-05
10000004770,2018-06-28
10000004786,2018-06-04
10000004786,2018-07-03
10000004788,2018-05-22
10000004797,2018-05-21
10000004797,2018-06-21
10000004798,2018-06-19
10000004800,2018-06-19
10000004808,2018-07-04
10000004809,2018-06-20
10000004810,2018-07-06
10000004831,2018-05-23
10000004836,2018-06-04
10000004857,2018-05-17
10000004857,2018-06-22
10000004862,2018-05-21
10000004864,2018-06-22
10000004865,2018-06-04
10000004866,2018-06-05
10000004870,2018-06-21
10000004882,2018-06-18
10000004890,2018-06-18
10000004891,2018-07-05
10000004896,2018-06-06
10000004902,2018-06-19
10000004904,2018-05-23
10000004906,2018-06-19
10000004907,2018-05-23
10000004909,2018-06-21
10000004914,2018-06-04
10000004918,2018-06-08
10000004925,2018-06-21
10000004948,2018-06-06
10000004951,2018-05-21
10000004974,2018-06-07
10000004976,2018-05-17
10000004985,2018-05-18
10000004986,2018-05-23
10000004988,2018-06-08
10000004989,2018-06-28
10000005010,2018-07-04
10000005012,2018-06-27
10000005015,2018-05-23
10000005022,2018-05-18
10000005022,2018-06-04
10000005022,2018-06-22
10000005031,2018-05-21
10000005035,2018-07-03
10000005048,2018-05-22
10000005058,2018-05-17
10000005060,2018-06-08
10000005060,2018-06-19
10000005067,2018-06-28
10000005082,2018-06-06
10000005083,2018-06-05
10000005084,2018-05-22
10000005095,2018-06-06
10000005098,2018-05-23
10000005099,2018-06-06
10000005108,2018-06-08
10000005109,2018-06-08
10000005113,2018-06-21
10000005118,2018-06-18
10000005122,2018-05-17
10000005127,2018-06-08
10000005129,2018-05-18
10000005129,2018-06-04
10000005169,2018-06-21
10000005172,2018-05-18
10000005174,2018-05-22
10000005184,2018-06-07
10000005184,2018-07-03
10000005187,2018-05-17
10000005198,2018-05-18
10000005213,2018-06-05
10000005218,2018-06-27
10000005220,2018-06-21
10000005226,2018-05-21
10000005230,2018-06-20
10000005233,2018-05-18
10000005235,2018-07-06
10000005242,2018-06-18
10000005243,2018-05-22
10000005247,2018-07-05
10000005264,2018-05-22
10000005278,2018-05-21
10000005285,2018-07-05
10000005287,2018-06-21
10000005298,2018-06-07
10000005299,2018-06-05
10000005301,2018-06-04
10000005314,2018-06-06
10000005327,2018-06-08
10000005341,2018-05-18
10000005345,2018-06-22
10000005353,2018-06-06
10000005361,2018-06-05
10000005371,2018-07-05
10000005374,2018-06-27
10000005376,2018-07-04
10000005377,2018-06-28
10000005380,2018-05-21
10000005386,2018-07-06
10000005397,2018-06-19
10000005407,2018-05-21
10000005418,2018-06-19
10000005432,2018-05-18
10000005454,2018-06-05
10000005470,2018-05-23
10000005472,2018-06-21
10000005475,2018-07-04
10000005480,2018-06-27
10000005488,2018-07-03
10000005517,2018-07-06
10000005535,2018-06-21
10000005541,2018-06-18
10000005556,2018-07-06
10000005564,2018-05-18
10000005568,2018-06-22
10000005571,2018-06-06
10000005583,2018-07-03
10000005592,2018-07-03
10000005593,2018-05-21
10000005602,2018-06-04
10000005605,2018-07-03
10000005610,2018-06-05
10000005611,2018-05-21
10000005613,2018-06-20
10000005625,2018-06-20
10000005636,2018-07-04
10000005641,2018-07-03
10000005641,2018-07-06
10000005647,2018-06-22
10000005660,2018-06-04
10000005668,2018-06-27
10000005670,2018-06-28
10000005671,2018-07-03
10000005672,2018-07-04
10000005672,2018-07-05
10000005676,2018-06-06
10000005679,2018-06-06
10000005683,2018-06-21
10000005697,2018-06-18
10000005705,2018-06-04
10000005707,2018-07-05
10000005729,2018-05-23
10000005732,2018-07-03
10000005739,2018-06-06
10000005746,2018-05-18
10000005747,2018-06-22
10000005748,2018-05-18
10000005762,2018-06-04
10000005762,2018-07-04
10000005768,2018-06-21
10000005770,2018-06-08
10000005770,2018-07-06
10000005773,2018-06-18
10000005788,2018-06-28
10000005794,2018-05-23
10000005805,2018-06-04
10000005820,2018-06-20
10000005834,2018-06-04
10000005839,2018-06-27
10000005840,2018-06-05
10000005846,2018-05-22
10000005852,2018-05-17
10000005852,2018-07-06
10000005853,2018-06-18
10000005856,2018-07-04
10000005857,2018-05-18
10000005864,2018-06-27
10000005866,2018-07-03
10000005872,2018-06-28
10000005887,2018-06-07
10000005901,2018-06-05
10000005918,2018-06-04
10000005923,2018-06-05
10000005937,2018-07-04
10000005940,2018-06-28
10000005965,2018-07-04
10000005977,2018-05-17
10000005981,2018-06-22
10000005998,2018-07-05
10000006003,2018-06-27
10000006021,2018-06-07
10000006026,2018-05-21
10000006032,2018-06-20
10000006035,2018-06-21
10000006039,2018-06-08
10000006044,2018-06-22
10000006045,2018-06-04
10000006048,2018-06-08
10000006058,2018-07-03
10000006059,2018-06-07
10000006072,2018-06-08
10000006073,2018-05-22
10000006073,2018-06-06
10000006106,2018-05-18
10000006108,2018-06-07
10000006115,2018-05-21
10000006115,2018-06-27
10000006116,2018-06-08
10000006120,2018-06-05
10000006122,2018-07-04
10000006146,2018-06-27
10000006153,2018-06-27
10000006154,2018-06-27
10000006173,2018-07-04
10000006174,2018-06-04
10000006185,2018-06-22
10000006188,2018-05-23
10000006190,2018-05-21
10000006190,2018-05-22
10000006193,2018-05-23
10000006195,2018-06-05
10000006201,2018-05-21
10000006210,2018-06-06
10000006215,2018-06-19
10000006220,2018-05-23
10000006228,2018-06-06
10000006237,2018-06-07
10000006242,2018-07-03
10000006251,2018-06-04
10000006258,2018-06-27
10000006265,2018-06-18
10000006279,2018-07-05
10000006291,2018-07-05
10000006295,2018-06-27
10000006296,2018-06-20
10000006300,2018-06-20
10000006302,2018-06-06
10000006313,2018-06-21
10000006318,2018-06-21
10000006319,2018-06-21
10000006327,2018-05-21
10000006332,2018-06-04
10000006340,2018-07-04
10000006344,2018-06-04
10000006359,2018-05-21
10000006386,2018-06-27
10000006386,2018-07-03
10000006389,2018-05-21
10000006389,2018-06-05
10000006393,2018-05-23
10000006401,2018-05-18
10000006404,2018-06-28
10000006417,2018-05-18
10000006431,2018-05-21
10000006443,2018-06-28
10000006444,2018-07-06
10000006445,2018-06-07
10000006451,2018-06-19
10000006455,2018-07-05
10000006458,2018-07-04
10000006459,2018-05-22
10000006465,2018-06-20
10000006475,2018-05-21
10000006488,2018-06-22
10000006499,2018-06-07
10000006517,2018-06-27
10000006521,2018-05-23
10000006525,2018-05-17
10000006525,2018-06-06
10000006534,2018-06-28
10000006540,2018-06-27
10000006545,2018-06-07
10000006556,2018-05-22
10000006560,2018-06-18
10000006561,2018-06-08
10000006561,2018-06-28
10000006562,2018-06-19
10000006581,2018-05-21
10000006582,2018-06-18
10000006597,2018-07-06
10000006604,2018-06-19
10000006610,2018-06-08
10000006622,2018-07-03
10000006623,2018-06-21
10000006633,2018-06-04
10000006643,2018-06-07
10000006659,2018-06-04
10000006661,2018-07-04
10000006675,2018-07-03
10000006675,2018-07-06
10000006679,2018-07-06
10000006686,2018-06-27
10000006688,2018-06-21
10000006695,2018-06-08
10000006696,2018-05-18
10000006701,2018-07-03
10000006726,2018-06-06
10000006741,2018-06-22
10000006749,2018-07-04
10000006754,2018-07-03
10000006763,2018-05-21
10000006764,2018-07-05
10000006771,2018-06-04
10000006779,2018-06-07
10000006780,2018-06-07
10000006788,2018-06-28
10000006793,2018-06-27
10000006796,2018-06-22
10000006797,2018-07-03
10000006815,2018-05-22
10000006817,2018-06-05
10000006826,2018-06-19
10000006830,2018-07-05
10000006833,2018-05-21
10000006841,2018-06-21
10000006866,2018-05-23
10000006874,2018-06-21
10000006880,2018-06-28
10000006898,2018-07-03
10000006900,2018-06-05
10000006900,2018-06-19
10000006911,2018-07-05
10000006912,2018-07-06
10000006913,2018-05-18
10000006914,2018-05-22
10000006915,2018-05-17
10000006926,2018-06-27
10000006927,2018-06-19
10000006954,2018-06-28
10000006960,2018-06-20
10000006960,2018-06-21
10000006961,2018-06-18
10000006966,2018-07-06
10000006967,2018-06-06
10000006969,2018-06-07
10000006987,2018-05-17
10000006988,2018-05-22
10000007004,2018-06-07
10000007015,2018-06-07
10000007021,2018-06-19
10000007034,2018-06-05
10000007048,2018-06-06
10000007062,2018-06-22
10000007066,2018-06-07
10000007081,2018-05-23
10000007083,2018-05-18
10000007084,2018-06-07
10000007086,2018-05-21
10000007086,2018-06-21
10000007089,2018-06-04
10000007091,2018-06-20
10000007098,2018-06-05
10000007104,2018-05-17
10000007104,2018-05-21
10000007107,2018-07-03
10000007121,2018-06-07
10000007130,2018-06-28
10000007133,2018-06-22
10000007144,2018-05-21
10000007144,2018-06-27
10000007147,2018-05-17
10000007164,2018-07-03
10000007174,2018-06-04
10000007177,2018-05-17
10000007208,2018-05-21
10000007216,2018-06-21
10000007219,2018-06-21
10000007223,2018-06-18
10000007229,2018-07-06
10000007231,2018-06-04
10000007239,2018-05-22
10000007247,2018-05-21
10000007262,2018-06-08
10000007272,2018-06-05
10000007279,2018-07-04
10000007282,2018-06-22
10000007287,2018-06-18
10000007290,2018-06-07
10000007300,2018-06-04
10000007301,2018-06-07
10000007309,2018-06-22
10000007310,2018-06-05
10000007310,2018-06-28
10000007328,2018-07-04
10000007340,2018-06-07
10000007341,2018-06-06
10000007346,2018-07-06
10000007355,2018-06-28
10000007357,2018-06-22
10000007357,2018-06-27
10000007364,2018-05-22
10000007389,2018-07-05
10000007398,2018-06-28
10000007401,2018-05-21
10000007406,2018-05-22
10000007406,2018-06-22
10000007414,2018-05-22
10000007418,2018-06-20
10000007460,2018-06-22
10000007485,2018-07-06
10000007487,2018-06-19
10000007488,2018-07-03
10000007502,2018-06-20
10000007506,2018-07-04
10000007509,2018-05-22
10000007517,2018-06-27
10000007519,2018-05-22
10000007529,2018-05-23
10000007536,2018-06-08
10000007538,2018-06-18
10000007541,2018-06-21
10000007545,2018-06-04
10000007553,2018-05-21
10000007566,2018-05-21
10000007570,2018-05-22
10000007574,2018-05-17
10000007574,2018-07-04
10000007577,2018-06-07
10000007578,2018-06-07
10000007579,2018-06-07
10000007593,2018-05-22
10000007601,2018-06-07
10000007602,2018-06-08
10000007606,2018-06-27
10000007609,2018-05-23
10000007609,2018-06-07
10000007622,2018-06-07
10000007625,2018-07-04
10000007627,2018-06-21
10000007628,2018-06-27
10000007629,2018-05-23
10000007631,2018-05-17
10000007640,2018-06-08
10000007640,2018-07-06
10000007643,2018-05-17
10000007650,2018-05-18
10000007657,2018-06-27
10000007657,2018-06-28
10000007660,2018-07-06
10000007673,2018-06-18
10000007690,2018-05-22
10000007693,2018-06-22
10000007694,2018-06-19
10000007701,2018-06-06
10000007707,2018-06-28
10000007717,2018-06-22
10000007719,2018-06-05
10000007725,2018-05-23
10000007730,2018-06-20
10000007733,2018-06-28
10000007734,2018-05-17
10000007735,2018-06-07
10000007758,2018-06-27
10000007761,2018-06-21
10000007762,2018-05-22
10000007768,2018-06-22
10000007771,2018-05-18
