"user_id","account_start_date","birth_year","gender","marital_status","individual_income_segment_code","family_income_segment_code","account_age","label"
"10000001621","1988-12-07",1953,0,3,14,4,2,0
"10000001623","1987-10-21",1967,1,2,14,4,3,0
"10000001683","1975-01-15",1980,1,1,12,2,4,0
"10000001700","1977-03-19",1955,1,1,15,3,4,0
"10000001716","1975-06-17",1968,0,2,9,4,4,0
"10000001719","1976-06-15",1939,0,2,2,1,4,0
"10000001746","1977-01-14",1954,1,2,9,7,4,0
"10000001749","2000-01-09",1960,1,3,2,4,1,0
"10000001770","1984-03-06",1966,0,3,7,4,3,0
"10000001724","1997-01-22",1949,1,-1,3,4,2,1
"10000001818","1978-07-18",1956,1,2,2,2,3,0
"10000001821","1998-01-03",1971,0,1,12,7,2,0
"10000001824","1980-03-23",1949,1,1,14,2,3,0
"10000001833","1971-03-20",1953,1,1,3,1,4,0
"10000001834","1978-01-15",1974,0,2,7,7,4,1
"10000001841","1981-02-03",1966,1,1,11,5,3,0
"10000001850","1971-09-23",1968,0,3,11,1,4,0
"10000001851","1982-11-13",1961,0,3,14,1,3,0
"10000001858","1979-12-31",1991,0,3,13,5,3,1
"10000001866","1977-05-29",1960,0,1,1,7,4,0
"10000001811","1984-09-09",1980,1,-1,3,2,3,0
"10000001894","1984-01-07",1963,1,1,4,6,3,0
"10000001897","1976-04-23",1957,1,1,2,3,4,1
"10000001920","1971-11-08",1943,0,1,8,2,4,0
"10000001926","1986-05-01",1956,0,2,4,4,3,0
"10000001932","2002-02-18",1957,1,3,2,1,1,0
"10000001960","1985-08-27",1945,1,1,13,3,3,0
"10000001966","1984-09-08",1968,0,1,12,4,3,0
"10000001969","1986-06-27",1986,1,2,11,7,3,0
"10000001973","1982-04-12",1961,1,1,11,1,3,0
"10000001988","1982-11-21",1964,1,2,7,1,3,0
"10000001989","1981-07-20",1973,1,3,4,6,3,0
"10000001993","1975-05-28",1973,0,1,1,2,4,0
"10000001887","1977-03-19",1966,1,3,7,-1,4,0
"10000002001","1974-12-30",1945,1,3,5,3,4,0
"10000002015","1976-11-26",1965,0,2,2,5,4,0
"10000002029","1982-02-11",1955,1,2,3,6,3,0
"10000002039","1960-05-19",1944,0,1,2,1,5,0
"10000002040","1975-11-15",1972,0,3,9,1,4,0
"10000002045","1983-04-08",1959,0,1,13,4,3,0
"10000002069","1982-02-28",1965,1,3,6,1,3,0
"10000002071","1969-11-02",1971,0,1,5,1,4,1
"10000002075","1983-09-19",1960,0,2,2,4,3,0
"10000002088","1985-12-02",1953,0,3,13,5,3,0
"10000001999","1979-07-17",1966,1,-1,5,6,3,0
"10000002113","1992-08-11",1960,1,2,2,1,2,1
"10000002132","1982-06-14",1958,0,3,14,4,3,0
"10000002138","1977-07-21",1971,0,2,12,4,4,0
"10000002181","1980-12-31",1953,0,3,14,4,3,0
"10000002192","1993-03-15",1949,1,3,15,2,2,0
"10000002219","1985-05-20",1965,0,1,6,3,3,0
"10000002239","1992-02-04",1954,1,3,12,5,2,0
"10000002242","1976-06-10",1937,1,2,6,2,4,0
"10000002245","1988-05-21",1964,0,1,7,2,3,0
"10000002257","1976-04-20",1956,0,3,13,7,4,0
"10000002292","1983-01-16",1955,0,1,4,7,3,0
"10000002269","1987-01-14",1970,0,-1,4,1,3,0
"10000002332","1971-12-22",1958,1,2,10,3,4,1
"10000002346","1979-10-23",1952,1,1,2,6,3,0
"10000002349","1975-07-06",1962,1,3,5,6,4,0
"10000002356","1982-11-16",1980,0,3,14,7,3,0
"10000002377","1977-09-19",1957,1,2,6,3,4,0
"10000002401","1975-06-28",1957,0,3,2,3,4,0
"10000002405","1991-08-11",1961,0,1,2,4,2,0
"10000002409","1991-09-30",1957,1,3,3,1,2,1
"10000002430","1976-09-17",1968,1,3,4,3,4,0
"10000002327","1984-09-01",1949,0,3,6,-1,3,0
"10000002447","1973-05-27",1973,1,3,4,1,4,0
"10000002453","1972-12-15",1952,1,1,1,4,4,0
"10000002456","1972-05-15",1964,0,1,1,5,4,0
"10000002460","1981-08-02",1951,0,2,11,2,3,0
"10000002472","1980-12-19",1966,0,2,6,2,3,0
"10000002480","1984-01-27",1965,0,3,11,6,3,0
"10000002481","1992-02-04",1948,0,3,9,1,2,0
"10000002483","1981-08-11",1964,0,1,10,7,3,0
"10000002488","1979-07-27",1955,0,2,6,6,3,0
"10000002512","1984-06-28",1957,1,1,2,1,3,0
"10000002523","1981-05-25",1954,0,2,12,6,3,0
"10000002525","1975-01-14",1960,0,2,9,1,4,0
"10000002528","1978-06-22",1943,0,1,1,1,4,0
"10000002532","1989-01-22",1939,0,1,2,5,2,0
"10000002536","1982-10-25",1957,0,1,1,1,3,0
"10000002539","1987-08-31",1964,0,1,10,5,3,0
"10000002552","1974-03-28",1957,1,3,6,4,4,0
"10000002587","1990-04-11",1968,0,1,10,2,2,0
"10000002594","1978-12-11",1960,1,2,7,4,3,0
"10000002600","1971-06-22",1943,0,2,1,7,4,0
"10000002620","1988-05-26",1963,0,1,5,4,3,0
"10000002642","1978-07-26",1961,1,3,11,3,3,0
"10000002653","1980-03-18",1955,1,2,7,1,3,0
"10000002655","1984-10-30",1968,1,3,4,5,3,0
"10000002593","1970-08-29",1952,0,1,4,-1,4,0
"10000002576","1976-07-10",1955,1,-1,4,3,4,0
"10000002588","1977-06-13",1949,0,-1,5,3,4,0
"10000002664","1969-04-08",1972,1,1,4,1,4,0
"10000002738","1988-02-07",1958,1,1,5,1,3,0
"10000002748","1985-08-08",1968,1,1,2,2,3,0
"10000002752","1984-11-21",1965,1,3,1,2,3,0
"10000002771","1987-02-22",1950,1,2,9,5,3,0
"10000002772","1990-03-05",1961,0,1,12,6,2,0
"10000002675","1989-01-12",1955,0,-1,13,3,2,0
"10000002781","1982-12-14",1957,0,2,11,5,3,0
"10000002784","1988-01-02",1963,0,2,14,3,3,0
"10000002807","1978-01-17",1983,0,1,10,1,4,0
"10000002813","1996-11-11",1952,1,3,9,1,2,0
"10000002861","1984-12-02",1992,1,1,13,6,3,0
"10000002883","1981-08-18",1959,0,3,12,1,3,0
"10000002787","1988-12-05",1972,1,-1,11,5,2,0
"10000002788","1974-12-25",1969,0,-1,3,6,4,0
"10000002887","1978-03-11",1989,1,1,9,4,4,0
"10000002891","1985-03-25",1966,0,1,4,2,3,0
"10000002892","1981-09-08",1976,0,1,1,2,3,0
"10000002902","1972-09-21",1963,0,2,5,4,4,0
"10000002909","1986-02-26",1974,0,1,15,2,3,0
"10000002928","1983-12-14",1963,0,3,5,6,3,0
"10000002954","1980-02-11",1978,0,2,9,5,3,0
"10000002956","1982-06-16",1963,1,1,15,7,3,0
"10000002936","1971-12-01",1955,0,1,12,-1,4,0
"10000002913","1992-03-15",1953,0,-1,7,6,2,0
"10000002914","1983-02-04",1945,0,-1,10,5,3,0
"10000002997","1984-12-25",1964,0,1,1,1,3,0
"10000003015","1984-09-21",1959,1,3,4,3,3,1
"10000003028","1978-11-15",1971,1,1,6,7,3,0
"10000003045","1994-01-19",1964,0,1,2,2,2,0
"10000003079","1983-05-23",1977,1,1,15,5,3,0
"10000003088","1985-03-02",1963,0,3,2,1,3,0
"10000003105","1977-08-07",1960,0,2,8,1,4,0
"10000003023","1977-06-10",1951,0,-1,12,1,4,0
"10000003061","1984-05-21",1967,1,-1,4,4,3,0
"10000003112","1972-11-29",1965,1,1,1,6,4,0
"10000003119","1982-10-05",1964,0,2,1,6,3,0
"10000003153","1986-06-02",1957,1,3,6,1,3,0
"10000003158","1988-11-16",1950,0,3,11,4,2,0
"10000003162","1980-02-04",1951,0,1,2,6,3,0
"10000003169","1977-03-09",1955,0,1,6,1,4,0
"10000003199","1980-12-28",1972,1,3,1,1,3,0
"10000003202","1976-07-05",1955,0,1,6,1,4,0
"10000003213","1985-09-04",1961,0,3,12,3,3,0
"10000003237","1984-11-09",1947,1,2,4,2,3,0
"10000003247","1980-09-26",1979,1,3,5,3,3,0
"10000003261","1967-08-08",1969,1,3,13,2,5,0
"10000003266","1994-06-25",1948,1,2,6,1,2,0
"10000003283","1974-08-14",1952,1,3,9,5,4,0
"10000003285","1981-12-23",1960,0,2,2,7,3,0
"10000003294","1990-04-29",1966,1,1,1,4,2,0
"10000003305","1982-02-19",1951,0,3,12,6,3,0
"10000003271","1986-02-19",1953,1,-1,9,7,3,0
"10000003363","1986-08-21",1961,1,1,2,1,3,0
"10000003391","1975-08-19",1960,0,2,2,1,4,0
"10000003394","1980-08-21",1958,1,1,2,1,3,0
"10000003412","1987-07-03",1956,1,1,10,5,3,0
"10000003418","1989-10-21",1954,0,1,3,6,2,0
"10000003355","1984-11-04",1952,0,3,6,-1,3,0
"10000003354","1986-11-03",1950,0,-1,10,4,3,0
"10000003357","1981-09-25",1952,1,-1,7,3,3,0
"10000003377","1972-03-09",1954,0,-1,13,6,4,0
"10000003486","1988-03-11",1945,1,3,5,2,3,0
"10000003510","1979-08-28",1956,0,3,12,1,3,0
"10000003520","1980-02-14",1939,1,3,8,5,3,0
"10000003521","1970-06-23",1961,1,2,4,7,4,0
"10000003538","1982-07-14",1965,1,3,2,3,3,0
"10000003444","1977-09-11",1975,0,-1,2,1,4,0
"10000003480","1986-02-08",1962,0,-1,4,3,3,0
"10000003550","1973-11-09",1947,1,3,3,5,4,0
"10000003559","1979-11-19",1957,1,3,7,3,3,0
"10000003611","1991-07-14",1962,1,1,14,4,2,0
"10000003621","1980-09-22",1962,1,1,15,7,3,0
"10000003637","1982-04-19",1947,0,3,2,3,3,0
"10000003648","1983-07-01",1973,0,3,2,1,3,0
"10000003662","1978-07-07",1972,0,1,12,6,3,0
"10000003666","1980-03-25",1951,1,1,2,2,3,0
"10000003675","1973-06-28",1956,1,2,3,6,4,0
"10000003695","1980-12-30",1966,0,3,13,5,3,0
"10000003698","1980-04-16",1959,1,1,9,6,3,0
"10000003708","1981-06-20",1958,0,2,14,1,3,0
"10000003725","1977-05-23",1945,1,3,10,3,4,1
"10000003760","1978-11-29",1969,0,3,4,6,3,0
"10000003765","1976-06-06",1962,0,1,12,3,4,0
"10000003710","1980-07-06",1971,1,-1,9,7,3,0
"10000003714","1984-06-30",1962,0,-1,1,7,3,0
"10000003724","1978-12-04",1960,1,-1,9,1,3,0
"10000003732","1993-03-29",1949,1,-1,6,3,2,0
"10000003789","1985-06-01",1964,1,3,3,6,3,0
"10000003796","1979-02-10",1968,0,1,10,4,3,0
"10000003798","1980-08-29",1925,1,1,2,2,3,0
"10000003816","1980-11-07",1962,0,3,12,2,3,0
"10000003853","1981-09-13",1960,0,1,5,2,3,0
"10000003775","1974-09-14",1965,1,2,14,-1,4,0
"10000003779","1982-11-19",1966,0,2,9,-1,3,0
"10000003793","1978-10-26",1952,0,-1,3,3,3,0
"10000003800","1985-09-20",1947,0,-1,3,2,3,0
"10000003905","1985-11-14",1970,0,3,8,6,3,0
"10000003915","1989-02-02",1966,0,2,14,5,2,0
"10000003919","1982-02-27",1976,1,3,15,1,3,0
"10000003948","1970-10-14",1964,0,3,13,4,4,0
"10000003951","1979-04-17",1966,0,2,11,1,3,0
"10000003939","1982-01-20",1963,1,-1,3,4,3,0
"10000004004","1980-11-11",1953,1,1,2,4,3,0
"10000004008","1992-04-04",1960,1,2,2,2,2,0
"10000004015","1986-12-11",1977,1,1,11,2,3,0
"10000004058","1991-11-08",1968,0,3,12,3,2,0
"10000004086","1984-09-22",1945,0,1,2,5,3,0
"10000004035","1983-10-22",1951,0,-1,10,6,3,0
"10000004126","1986-07-06",1959,0,2,4,4,3,0
"10000004151","1980-07-28",1972,0,3,9,7,3,0
"10000004167","1982-02-15",1954,1,2,14,6,3,0
"10000004171","1969-06-17",1962,1,3,10,7,4,0
"10000004172","1977-04-09",1956,1,2,13,3,4,1
"10000004179","1982-04-29",1959,1,1,6,6,3,0
"10000004187","1975-06-11",1963,0,1,9,4,4,0
"10000004194","1989-01-11",1958,0,3,2,3,2,0
"10000004235","1982-09-10",1961,0,2,15,3,3,0
"10000004273","1973-03-28",1962,0,3,9,2,4,0
"10000004306","1990-10-27",1961,1,1,6,4,2,0
"10000004315","1987-05-31",1964,1,2,14,1,3,0
"10000004328","1983-05-19",1961,1,1,4,5,3,0
"10000004262","1974-06-16",1956,1,3,1,-1,4,0
"10000004236","1972-06-06",1966,0,-1,8,7,4,0
"10000004277","1986-06-06",1960,1,-1,10,4,3,0
"10000004359","1976-04-03",1973,1,1,6,1,4,0
"10000004364","1979-02-08",1964,0,2,10,7,3,0
"10000004365","1965-08-18",1997,0,3,15,1,5,0
"10000004389","1975-04-26",1971,1,2,8,2,4,0
"10000004396","1982-05-23",1965,1,1,3,4,3,0
"10000004405","1983-03-04",1965,0,1,10,4,3,0
"10000004482","1980-12-20",1958,1,3,11,6,3,0
"10000004484","1975-12-01",1969,0,1,9,1,4,0
"10000004485","1964-10-07",1950,1,2,11,1,5,0
"10000004489","1981-06-10",1972,0,1,4,2,3,0
"10000004518","1984-11-20",1984,0,2,14,3,3,0
"10000004520","1968-12-13",1962,0,2,2,4,4,0
"10000004537","1977-11-11",1966,1,3,8,5,4,0
"10000004543","1980-12-18",1954,0,2,7,2,3,0
"10000004546","1977-04-24",1958,1,1,6,7,4,0
"10000004443","1990-11-03",1973,0,-1,10,7,2,0
"10000004557","1986-06-25",1955,1,3,5,5,3,0
"10000004564","1981-02-04",1968,1,1,1,3,3,0
"10000004567","1982-02-08",1962,1,2,15,6,3,0
"10000004585","1972-07-16",1949,1,3,5,2,4,0
"10000004588","1976-11-16",1958,0,3,2,2,4,0
"10000004612","1988-03-06",1952,1,3,7,2,3,0
"10000004571","1984-08-15",1956,0,-1,8,2,3,0
"10000004584","1982-03-03",1971,0,-1,14,6,3,0
"10000004691","1995-01-12",1956,0,1,1,4,2,0
"10000004706","1966-09-25",1965,1,1,5,3,5,0
"10000004715","1974-03-15",1962,0,1,9,2,4,0
"10000004763","1970-10-06",1966,0,2,14,5,4,0
"10000004767","1972-02-19",1959,0,1,8,7,4,0
"10000004771","1983-10-29",1969,0,3,8,4,3,0
"10000004773","1979-04-30",1953,0,2,3,2,3,0
"10000004775","1975-01-19",1979,0,2,15,6,4,1
"10000004791","1979-11-17",1960,0,1,8,3,3,0
"10000004856","1994-11-07",1954,1,2,6,3,2,1
"10000004873","1980-10-06",1959,1,1,9,2,3,0
"10000004895","1983-05-13",1950,0,2,4,2,3,0
"10000004928","1990-12-29",1957,0,2,5,7,2,0
"10000004930","1976-03-21",1958,0,1,6,2,4,0
"10000004935","1987-01-11",1972,0,3,9,4,3,0
"10000004952","1984-11-02",1954,0,1,3,7,3,0
"10000004964","1983-11-15",1966,0,2,6,4,3,0
"10000004971","1983-10-26",1951,0,1,15,1,3,0
"10000004978","1993-03-04",1961,0,1,3,1,2,0
"10000005001","1969-10-05",1953,0,3,7,7,4,0
"10000005017","1984-01-01",1951,1,2,4,3,3,0
"10000005023","1978-10-21",1946,0,1,1,6,3,0
"10000005053","1989-06-17",1956,1,1,8,3,2,0
"10000005060","1981-02-05",1956,1,1,10,6,3,0
"10000005068","1974-11-09",1940,1,1,12,1,4,0
"10000005083","1975-12-12",1965,0,1,12,3,4,0
"10000005090","1984-10-22",1963,1,3,6,3,3,0
"10000005034","1974-12-05",1964,1,-1,15,1,4,0
"10000005039","1986-04-22",1952,0,-1,5,6,3,0
"10000005114","1982-04-18",1966,1,2,3,4,3,0
"10000005168","1986-12-20",1958,1,1,5,4,3,0
"10000005187","1985-10-27",1973,1,2,15,-1,3,0
"10000005111","1979-03-15",1962,0,-1,1,2,3,0
"10000005113","1983-06-14",1958,1,-1,13,5,3,0
"10000005242","1983-02-26",1941,1,1,13,6,3,0
"10000005248","1975-06-03",1957,0,1,13,2,4,0
"10000005276","1995-06-18",1953,0,1,3,3,2,0
"10000005284","1985-04-17",1980,0,2,6,1,3,0
"10000005299","1997-05-07",1974,1,3,4,4,2,0
"10000005319","1971-08-01",1963,1,3,15,1,4,1
"10000005322","1975-10-12",1965,0,2,1,4,4,0
"10000005262","1984-01-12",1973,1,-1,5,4,3,0
"10000005336","1976-01-07",1951,0,3,6,3,4,0
"10000005348","1966-11-07",1961,0,3,8,4,5,0
"10000005349","1982-12-08",1951,1,3,3,3,3,0
"10000005350","1976-06-26",1962,1,3,5,4,4,0
"10000005366","1979-01-28",1966,0,3,11,5,3,0
"10000005372","1969-10-12",1962,1,2,15,3,4,0
"10000005374","1989-11-19",1957,1,3,11,5,2,0
"10000005378","1974-12-06",1947,1,2,6,2,4,1
"10000005385","1982-05-30",1976,0,3,6,1,3,0
"10000005388","1982-02-02",1961,0,3,13,4,3,0
"10000005399","1984-06-28",1955,1,2,4,7,3,0
"10000005405","1975-09-25",1947,1,3,7,6,4,0
"10000005423","1982-07-22",1940,0,1,10,1,3,0
"10000005429","1984-06-15",1959,1,1,7,7,3,0
"10000005433","1981-07-30",1956,0,1,1,1,3,0
"10000005337","1976-12-09",1953,0,2,12,-1,4,0
"10000005450","1977-11-10",1973,0,1,10,2,4,0
"10000005494","1977-05-18",1969,0,1,1,6,4,0
"10000005500","1973-02-08",1962,1,2,4,4,4,0
"10000005539","1981-08-03",1983,0,1,14,3,3,0
"10000005559","1977-09-04",1965,0,2,4,7,4,0
"10000005569","1978-06-12",1967,1,1,2,6,4,0
"10000005577","1979-05-28",1958,1,1,14,2,3,0
"10000005588","1979-08-26",1953,1,2,11,7,3,0
"10000005589","1973-03-06",1956,0,1,11,5,4,1
"10000005606","1989-08-13",1947,1,2,3,3,2,0
"10000005609","1986-12-18",1949,1,1,11,1,3,0
"10000005633","1991-07-03",1967,0,2,6,2,2,0
"10000005638","1986-01-21",1960,0,1,1,4,3,0
"10000005647","1981-10-16",1965,0,3,3,7,3,0
"10000005657","1977-07-02",1958,1,1,9,1,4,0
"10000005568","1981-10-02",1969,1,-1,6,6,3,1
"10000005593","1977-05-29",1973,1,-1,9,3,4,0
"10000005684","1993-01-21",1971,1,2,15,4,2,0
"10000005733","1974-01-10",1967,1,2,11,5,4,0
"10000005734","1979-10-04",1977,1,2,8,1,3,1
"10000005737","1979-09-24",1967,1,3,6,3,3,0
"10000005666","1984-04-25",1959,1,-1,14,4,3,1
"10000005678","1988-12-24",1970,1,-1,13,4,2,0
"10000005728","1976-07-17",1959,1,-1,11,4,4,0
"10000005800","1986-07-03",1978,1,1,11,1,3,0
"10000005802","1983-01-15",1938,0,1,1,1,3,0
"10000005807","1972-08-05",1941,1,1,2,3,4,0
"10000005811","1980-09-13",1971,1,2,13,5,3,0
"10000005823","1981-11-24",1958,0,2,1,1,3,0
"10000005845","1965-04-19",1966,1,2,13,3,5,0
"10000005864","1973-01-25",1961,0,3,13,4,4,0
"10000005794","1987-11-14",1951,1,-1,2,2,3,0
"10000005806","1983-11-14",1972,1,-1,4,4,3,0
"10000005896","1980-04-07",1966,1,1,15,2,3,0
"10000005902","1984-02-27",1954,1,2,6,3,3,1
"10000005924","1994-04-18",1953,1,3,8,7,2,0
"10000005936","1975-11-27",1972,1,2,11,3,4,1
"10000005949","1984-04-24",1966,1,1,6,5,3,0
"10000005953","1987-05-17",1966,0,3,9,6,3,0
"10000005979","1975-01-10",1977,1,2,13,4,4,0
"10000005982","1972-10-19",1973,1,1,15,6,4,0
"10000005900","1980-12-30",1942,1,2,7,-1,3,0
"10000005906","1980-10-15",1933,0,1,15,-1,3,0
"10000005956","1994-08-04",1963,1,-1,13,3,2,0
"10000005992","1981-05-06",1953,0,-1,13,2,3,0
"10000006023","1966-02-28",1952,0,1,5,1,5,0
"10000006072","1984-09-29",1950,0,1,1,1,3,0
"10000006087","1979-03-23",1962,0,2,12,3,3,0
"10000006125","2000-02-11",1988,1,1,10,2,1,0
"10000006154","1970-08-26",1948,1,2,4,2,4,0
"10000006182","1974-10-27",1956,0,2,4,1,4,0
"10000006195","1986-04-25",1970,1,3,15,1,3,0
"10000006199","1969-09-22",1967,0,1,15,5,4,0
"10000006206","1991-06-17",1968,0,1,4,6,2,0
"10000006207","1980-09-08",1960,0,1,10,3,3,0
